defect_id,entity,primary_key_value,category,error_code,field_name,defect_description,injected_value
362,orders,ORD-047545,Completeness,COMP_003,product_id,NULL product_id,
363,orders,ORD-078197,Completeness,COMP_003,product_id,NULL product_id,
364,orders,ORD-072791,Completeness,COMP_003,product_id,NULL product_id,
365,orders,ORD-013676,Completeness,COMP_003,product_id,NULL product_id,
366,orders,ORD-019394,Completeness,COMP_003,product_id,NULL product_id,
367,orders,ORD-076637,Completeness,COMP_003,product_id,NULL product_id,
368,orders,ORD-092215,Completeness,COMP_003,product_id,NULL product_id,
369,orders,ORD-041686,Completeness,COMP_003,product_id,NULL product_id,
370,orders,ORD-057798,Completeness,COMP_003,product_id,NULL product_id,
371,orders,ORD-019662,Completeness,COMP_003,product_id,NULL product_id,
372,orders,ORD-037775,Completeness,COMP_003,product_id,NULL product_id,
373,orders,ORD-011312,Completeness,COMP_003,product_id,NULL product_id,
374,orders,ORD-053036,Completeness,COMP_003,product_id,NULL product_id,
375,orders,ORD-085836,Completeness,COMP_003,product_id,NULL product_id,
376,orders,ORD-023253,Completeness,COMP_003,product_id,NULL product_id,
377,orders,ORD-080869,Completeness,COMP_003,product_id,NULL product_id,
378,orders,ORD-052947,Completeness,COMP_003,product_id,NULL product_id,
379,orders,ORD-046110,Completeness,COMP_003,product_id,NULL product_id,
380,orders,ORD-034329,Completeness,COMP_003,product_id,NULL product_id,
381,orders,ORD-032042,Completeness,COMP_003,product_id,NULL product_id,
382,orders,ORD-054309,Completeness,COMP_003,product_id,NULL product_id,
383,orders,ORD-079009,Completeness,COMP_003,product_id,NULL product_id,
384,orders,ORD-074723,Completeness,COMP_003,product_id,NULL product_id,
385,orders,ORD-088256,Completeness,COMP_003,product_id,NULL product_id,
386,orders,ORD-055258,Completeness,COMP_003,product_id,NULL product_id,
387,orders,ORD-054789,Completeness,COMP_003,product_id,NULL product_id,
388,orders,ORD-072951,Completeness,COMP_003,product_id,NULL product_id,
389,orders,ORD-026243,Completeness,COMP_003,product_id,NULL product_id,
390,orders,ORD-079604,Completeness,COMP_003,product_id,NULL product_id,
391,orders,ORD-092070,Completeness,COMP_003,product_id,NULL product_id,
392,orders,ORD-063511,Completeness,COMP_003,product_id,NULL product_id,
393,orders,ORD-071262,Completeness,COMP_003,product_id,NULL product_id,
394,orders,ORD-097414,Completeness,COMP_003,product_id,NULL product_id,
395,orders,ORD-012920,Completeness,COMP_003,product_id,NULL product_id,
396,orders,ORD-028087,Completeness,COMP_003,product_id,NULL product_id,
397,orders,ORD-092804,Completeness,COMP_003,product_id,NULL product_id,
398,orders,ORD-048178,Completeness,COMP_003,product_id,NULL product_id,
399,orders,ORD-035432,Completeness,COMP_003,product_id,NULL product_id,
400,orders,ORD-000154,Completeness,COMP_003,product_id,NULL product_id,
401,orders,ORD-015032,Completeness,COMP_003,product_id,NULL product_id,
402,orders,ORD-004555,Completeness,COMP_003,product_id,NULL product_id,
403,orders,ORD-070171,Completeness,COMP_003,product_id,NULL product_id,
404,orders,ORD-089428,Completeness,COMP_003,product_id,NULL product_id,
405,orders,ORD-042812,Completeness,COMP_003,product_id,NULL product_id,
406,orders,ORD-003789,Completeness,COMP_003,product_id,NULL product_id,
407,orders,ORD-007440,Completeness,COMP_003,product_id,NULL product_id,
408,orders,ORD-079695,Completeness,COMP_003,product_id,NULL product_id,
409,orders,ORD-095742,Completeness,COMP_003,product_id,NULL product_id,
410,orders,ORD-049013,Completeness,COMP_003,product_id,NULL product_id,
411,orders,ORD-062033,Completeness,COMP_003,product_id,NULL product_id,
412,orders,ORD-075827,Completeness,COMP_003,product_id,NULL product_id,
413,orders,ORD-041637,Completeness,COMP_003,product_id,NULL product_id,
414,orders,ORD-023977,Completeness,COMP_003,product_id,NULL product_id,
415,orders,ORD-036237,Completeness,COMP_003,product_id,NULL product_id,
416,orders,ORD-008464,Completeness,COMP_003,product_id,NULL product_id,
417,orders,ORD-089049,Completeness,COMP_003,product_id,NULL product_id,
418,orders,ORD-010378,Completeness,COMP_003,product_id,NULL product_id,
419,orders,ORD-040752,Completeness,COMP_003,product_id,NULL product_id,
420,orders,ORD-059648,Completeness,COMP_003,product_id,NULL product_id,
421,orders,ORD-015088,Completeness,COMP_003,product_id,NULL product_id,
422,orders,ORD-017184,Completeness,COMP_003,product_id,NULL product_id,
423,orders,ORD-034463,Completeness,COMP_003,product_id,NULL product_id,
424,orders,ORD-085908,Completeness,COMP_003,product_id,NULL product_id,
425,orders,ORD-002148,Completeness,COMP_003,product_id,NULL product_id,
426,orders,ORD-049001,Completeness,COMP_003,product_id,NULL product_id,
427,orders,ORD-044866,Completeness,COMP_003,product_id,NULL product_id,
428,orders,ORD-043321,Completeness,COMP_003,product_id,NULL product_id,
429,orders,ORD-068530,Completeness,COMP_003,product_id,NULL product_id,
430,orders,ORD-036282,Completeness,COMP_003,product_id,NULL product_id,
431,orders,ORD-076501,Completeness,COMP_003,product_id,NULL product_id,
432,orders,ORD-052097,Completeness,COMP_003,product_id,NULL product_id,
433,orders,ORD-082428,Completeness,COMP_003,product_id,NULL product_id,
434,orders,ORD-011071,Completeness,COMP_003,product_id,NULL product_id,
435,orders,ORD-048471,Completeness,COMP_003,product_id,NULL product_id,
436,orders,ORD-071299,Completeness,COMP_003,product_id,NULL product_id,
437,orders,ORD-070379,Completeness,COMP_003,product_id,NULL product_id,
438,orders,ORD-046098,Completeness,COMP_003,product_id,NULL product_id,
439,orders,ORD-064402,Completeness,COMP_003,product_id,NULL product_id,
440,orders,ORD-017749,Completeness,COMP_003,product_id,NULL product_id,
441,orders,ORD-077499,Completeness,COMP_003,product_id,NULL product_id,
442,orders,ORD-037307,Completeness,COMP_003,product_id,NULL product_id,
443,orders,ORD-088706,Completeness,COMP_003,product_id,NULL product_id,
444,orders,ORD-063259,Completeness,COMP_003,product_id,NULL product_id,
445,orders,ORD-090871,Completeness,COMP_003,product_id,NULL product_id,
446,orders,ORD-058023,Completeness,COMP_003,product_id,NULL product_id,
447,orders,ORD-047676,Completeness,COMP_003,product_id,NULL product_id,
448,orders,ORD-092434,Completeness,COMP_003,product_id,NULL product_id,
449,orders,ORD-070065,Completeness,COMP_003,product_id,NULL product_id,
450,orders,ORD-012164,Completeness,COMP_003,product_id,NULL product_id,
451,orders,ORD-046000,Completeness,COMP_003,product_id,NULL product_id,
452,orders,ORD-066629,Completeness,COMP_003,product_id,NULL product_id,
453,orders,ORD-040969,Completeness,COMP_003,product_id,NULL product_id,
454,orders,ORD-063756,Completeness,COMP_003,product_id,NULL product_id,
455,orders,ORD-051194,Completeness,COMP_003,product_id,NULL product_id,
456,orders,ORD-030926,Completeness,COMP_003,product_id,NULL product_id,
457,orders,ORD-021982,Completeness,COMP_003,product_id,NULL product_id,
458,orders,ORD-037957,Completeness,COMP_003,product_id,NULL product_id,
459,orders,ORD-027068,Completeness,COMP_003,product_id,NULL product_id,
460,orders,ORD-049431,Completeness,COMP_003,product_id,NULL product_id,
461,orders,ORD-042154,Completeness,COMP_003,product_id,NULL product_id,
462,orders,ORD-063910,Completeness,COMP_003,product_id,NULL product_id,
463,orders,ORD-098617,Completeness,COMP_003,product_id,NULL product_id,
464,orders,ORD-033724,Completeness,COMP_003,product_id,NULL product_id,
465,orders,ORD-059240,Completeness,COMP_003,product_id,NULL product_id,
466,orders,ORD-049720,Completeness,COMP_003,product_id,NULL product_id,
467,orders,ORD-098697,Completeness,COMP_003,product_id,NULL product_id,
468,orders,ORD-065807,Completeness,COMP_003,product_id,NULL product_id,
469,orders,ORD-044923,Completeness,COMP_003,product_id,NULL product_id,
470,orders,ORD-071239,Completeness,COMP_003,product_id,NULL product_id,
471,orders,ORD-023810,Completeness,COMP_003,product_id,NULL product_id,
472,orders,ORD-045166,Completeness,COMP_003,product_id,NULL product_id,
473,orders,ORD-093282,Completeness,COMP_003,product_id,NULL product_id,
474,orders,ORD-045239,Completeness,COMP_003,product_id,NULL product_id,
475,orders,ORD-018122,Completeness,COMP_003,product_id,NULL product_id,
476,orders,ORD-049968,Completeness,COMP_003,product_id,NULL product_id,
477,orders,ORD-076103,Completeness,COMP_003,product_id,NULL product_id,
478,orders,ORD-072483,Completeness,COMP_003,product_id,NULL product_id,
479,orders,ORD-045389,Completeness,COMP_003,product_id,NULL product_id,
480,orders,ORD-012193,Completeness,COMP_003,product_id,NULL product_id,
481,orders,ORD-038591,Completeness,COMP_003,product_id,NULL product_id,
482,orders,ORD-088347,Completeness,COMP_003,product_id,NULL product_id,
483,orders,ORD-068249,Completeness,COMP_003,product_id,NULL product_id,
484,orders,ORD-071692,Completeness,COMP_003,product_id,NULL product_id,
485,orders,ORD-066668,Completeness,COMP_003,product_id,NULL product_id,
486,orders,ORD-021321,Completeness,COMP_003,product_id,NULL product_id,
487,orders,ORD-097087,Completeness,COMP_003,product_id,NULL product_id,
488,orders,ORD-005577,Completeness,COMP_003,product_id,NULL product_id,
489,orders,ORD-036082,Completeness,COMP_003,product_id,NULL product_id,
490,orders,ORD-058492,Completeness,COMP_003,product_id,NULL product_id,
491,orders,ORD-040574,Completeness,COMP_003,product_id,NULL product_id,
492,orders,ORD-013355,Completeness,COMP_003,product_id,NULL product_id,
493,orders,ORD-021618,Completeness,COMP_003,product_id,NULL product_id,
494,orders,ORD-053663,Completeness,COMP_003,product_id,NULL product_id,
495,orders,ORD-017452,Completeness,COMP_003,product_id,NULL product_id,
496,orders,ORD-066894,Completeness,COMP_003,product_id,NULL product_id,
497,orders,ORD-014874,Completeness,COMP_003,product_id,NULL product_id,
498,orders,ORD-016354,Completeness,COMP_003,product_id,NULL product_id,
499,orders,ORD-000106,Completeness,COMP_003,product_id,NULL product_id,
500,orders,ORD-028477,Completeness,COMP_003,product_id,NULL product_id,
501,orders,ORD-062910,Completeness,COMP_003,product_id,NULL product_id,
502,orders,ORD-090793,Completeness,COMP_003,product_id,NULL product_id,
503,orders,ORD-028084,Completeness,COMP_003,product_id,NULL product_id,
504,orders,ORD-088155,Completeness,COMP_003,product_id,NULL product_id,
505,orders,ORD-035335,Completeness,COMP_003,product_id,NULL product_id,
506,orders,ORD-082290,Completeness,COMP_003,product_id,NULL product_id,
507,orders,ORD-013961,Completeness,COMP_003,product_id,NULL product_id,
508,orders,ORD-050539,Completeness,COMP_003,product_id,NULL product_id,
509,orders,ORD-036479,Completeness,COMP_003,product_id,NULL product_id,
510,orders,ORD-086909,Completeness,COMP_003,product_id,NULL product_id,
511,orders,ORD-095428,Completeness,COMP_003,product_id,NULL product_id,
512,orders,ORD-047739,Completeness,COMP_003,product_id,NULL product_id,
513,orders,ORD-048196,Completeness,COMP_003,product_id,NULL product_id,
514,orders,ORD-060519,Completeness,COMP_003,product_id,NULL product_id,
515,orders,ORD-034909,Completeness,COMP_003,product_id,NULL product_id,
516,orders,ORD-029876,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-001
517,orders,ORD-092704,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-002
518,orders,ORD-058090,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-003
519,orders,ORD-036137,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-004
520,orders,ORD-059934,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-005
521,orders,ORD-068034,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-006
522,orders,ORD-083542,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-007
523,orders,ORD-085541,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-008
524,orders,ORD-040662,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-009
525,orders,ORD-063868,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-010
526,orders,ORD-059306,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-011
527,orders,ORD-031986,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-012
528,orders,ORD-038185,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-013
529,orders,ORD-018774,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-014
530,orders,ORD-044324,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-015
531,orders,ORD-064997,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-016
532,orders,ORD-020291,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-017
533,orders,ORD-056215,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-018
534,orders,ORD-091584,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-019
535,orders,ORD-018986,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-020
536,orders,ORD-035236,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-021
537,orders,ORD-034595,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-022
538,orders,ORD-088208,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-023
539,orders,ORD-009264,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-024
540,orders,ORD-079141,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-025
541,orders,ORD-013878,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-026
542,orders,ORD-080775,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-027
543,orders,ORD-042642,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-028
544,orders,ORD-030318,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-029
545,orders,ORD-095109,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-030
546,orders,ORD-083314,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-031
547,orders,ORD-009648,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-032
548,orders,ORD-021562,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-033
549,orders,ORD-051519,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-034
550,orders,ORD-041363,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-035
551,orders,ORD-023273,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-036
552,orders,ORD-060296,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-037
553,orders,ORD-066857,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-038
554,orders,ORD-066672,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-039
555,orders,ORD-027699,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-040
556,orders,ORD-030965,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-041
557,orders,ORD-054720,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-042
558,orders,ORD-071102,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-043
559,orders,ORD-044846,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-044
560,orders,ORD-022334,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-045
561,orders,ORD-069435,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-046
562,orders,ORD-017921,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-047
563,orders,ORD-033140,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-048
564,orders,ORD-075843,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-049
565,orders,ORD-074694,Referential Integrity,REF_001,customer_id,Orphan customer_id,ORPHAN-CUST-050
566,orders,ORD-084558,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-001
567,orders,ORD-025215,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-002
568,orders,ORD-000938,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-003
569,orders,ORD-097740,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-004
570,orders,ORD-053397,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-005
571,orders,ORD-026643,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-006
572,orders,ORD-035649,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-007
573,orders,ORD-026913,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-008
574,orders,ORD-004546,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-009
575,orders,ORD-074815,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-010
576,orders,ORD-033012,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-011
577,orders,ORD-007135,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-012
578,orders,ORD-072746,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-013
579,orders,ORD-092052,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-014
580,orders,ORD-053698,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-015
581,orders,ORD-064292,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-016
582,orders,ORD-023581,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-017
583,orders,ORD-030515,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-018
584,orders,ORD-040882,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-019
585,orders,ORD-022553,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-020
586,orders,ORD-060472,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-021
587,orders,ORD-093887,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-022
588,orders,ORD-053422,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-023
589,orders,ORD-019453,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-024
590,orders,ORD-051392,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-025
591,orders,ORD-064128,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-026
592,orders,ORD-042997,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-027
593,orders,ORD-048619,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-028
594,orders,ORD-062427,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-029
595,orders,ORD-037598,Referential Integrity,REF_003,product_id,Orphan product_id,ORPHAN-PROD-030
596,orders,ORD-035201,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000001
597,orders,ORD-042487,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000002
598,orders,ORD-095817,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000003
599,orders,ORD-016628,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000004
600,orders,ORD-023448,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000005
601,orders,ORD-071785,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000006
602,orders,ORD-005292,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000007
603,orders,ORD-093328,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000008
604,orders,ORD-046164,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000009
605,orders,ORD-094445,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000010
606,orders,ORD-072348,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000011
607,orders,ORD-027930,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000012
608,orders,ORD-057170,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000013
609,orders,ORD-002793,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000014
610,orders,ORD-087463,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000015
611,orders,ORD-069499,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000016
612,orders,ORD-046682,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000017
613,orders,ORD-069890,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000018
614,orders,ORD-054530,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000019
615,orders,ORD-002688,Uniqueness,UNIQ_004,order_id,Duplicate order_id,ORD-000020
616,orders,ORD-004974,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
617,orders,ORD-064051,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
618,orders,ORD-075637,Logic & Type,TYPE_005,order_date,Invalid order_date,2020-02-30
619,orders,ORD-085007,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
620,orders,ORD-050597,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
621,orders,ORD-036110,Logic & Type,TYPE_005,order_date,Invalid order_date,2020-02-30
622,orders,ORD-030310,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
623,orders,ORD-050423,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
624,orders,ORD-042904,Logic & Type,TYPE_005,order_date,Invalid order_date,2020-02-30
625,orders,ORD-018860,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
626,orders,ORD-061473,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
627,orders,ORD-048946,Logic & Type,TYPE_005,order_date,Invalid order_date,2020-02-30
628,orders,ORD-084797,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
629,orders,ORD-098302,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
630,orders,ORD-069588,Logic & Type,TYPE_005,order_date,Invalid order_date,2020-02-30
631,orders,ORD-087075,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
632,orders,ORD-040238,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
633,orders,ORD-005781,Logic & Type,TYPE_005,order_date,Invalid order_date,2020-02-30
634,orders,ORD-063479,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
635,orders,ORD-026332,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
636,orders,ORD-092554,Logic & Type,TYPE_005,order_date,Invalid order_date,2020-02-30
637,orders,ORD-080858,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
638,orders,ORD-085044,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
639,orders,ORD-059279,Logic & Type,TYPE_005,order_date,Invalid order_date,2020-02-30
640,orders,ORD-034387,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
641,orders,ORD-041066,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
642,orders,ORD-020981,Logic & Type,TYPE_005,order_date,Invalid order_date,2020-02-30
643,orders,ORD-006275,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
644,orders,ORD-009646,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
645,orders,ORD-005964,Logic & Type,TYPE_005,order_date,Invalid order_date,2020-02-30
646,orders,ORD-083047,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
647,orders,ORD-080441,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
648,orders,ORD-040845,Logic & Type,TYPE_005,order_date,Invalid order_date,2020-02-30
649,orders,ORD-042771,Logic & Type,TYPE_005,order_date,Invalid order_date,2024-13-45
650,orders,ORD-002066,Logic & Type,TYPE_005,order_date,Invalid order_date,invalid-date
651,orders,ORD-082838,Logic & Type,BIZ_002,quantity,Negative quantity,-1
652,orders,ORD-018222,Logic & Type,BIZ_002,quantity,Negative quantity,-5
653,orders,ORD-070204,Logic & Type,BIZ_002,quantity,Negative quantity,-8
654,orders,ORD-077162,Logic & Type,BIZ_002,quantity,Negative quantity,-3
655,orders,ORD-017008,Logic & Type,BIZ_002,quantity,Negative quantity,-9
656,orders,ORD-084323,Logic & Type,BIZ_002,quantity,Negative quantity,-1
657,orders,ORD-044140,Logic & Type,BIZ_002,quantity,Negative quantity,-1
658,orders,ORD-035517,Logic & Type,BIZ_002,quantity,Negative quantity,-10
659,orders,ORD-072576,Logic & Type,BIZ_002,quantity,Negative quantity,-3
660,orders,ORD-032536,Logic & Type,BIZ_002,quantity,Negative quantity,-8
661,orders,ORD-014220,Logic & Type,BIZ_002,quantity,Negative quantity,-3
662,orders,ORD-055519,Logic & Type,BIZ_002,quantity,Negative quantity,-3
663,orders,ORD-042838,Logic & Type,BIZ_002,quantity,Negative quantity,-10
664,orders,ORD-021571,Logic & Type,BIZ_002,quantity,Negative quantity,-1
665,orders,ORD-074794,Logic & Type,BIZ_002,quantity,Negative quantity,-9
666,orders,ORD-060428,Logic & Type,BIZ_002,quantity,Negative quantity,-8
667,orders,ORD-037573,Logic & Type,BIZ_002,quantity,Negative quantity,-6
668,orders,ORD-087390,Logic & Type,BIZ_002,quantity,Negative quantity,-10
669,orders,ORD-066745,Logic & Type,BIZ_002,quantity,Negative quantity,-9
670,orders,ORD-014979,Logic & Type,BIZ_002,quantity,Negative quantity,-5
671,orders,ORD-085608,Logic & Type,BIZ_002,quantity,Negative quantity,-1
672,orders,ORD-075726,Logic & Type,BIZ_002,quantity,Negative quantity,-8
673,orders,ORD-012185,Logic & Type,BIZ_002,quantity,Negative quantity,-8
674,orders,ORD-054449,Logic & Type,BIZ_002,quantity,Negative quantity,-7
675,orders,ORD-070377,Logic & Type,BIZ_002,quantity,Negative quantity,-8
676,orders,ORD-084888,Logic & Type,BIZ_001,unit_price,Negative unit_price,-217.73
677,orders,ORD-050764,Logic & Type,BIZ_001,unit_price,Negative unit_price,-89.23
678,orders,ORD-040914,Logic & Type,BIZ_001,unit_price,Negative unit_price,-170.72
679,orders,ORD-076978,Logic & Type,BIZ_001,unit_price,Negative unit_price,-393.75
680,orders,ORD-076463,Logic & Type,BIZ_001,unit_price,Negative unit_price,-203.25
681,orders,ORD-050366,Logic & Type,BIZ_001,unit_price,Negative unit_price,-61.58
682,orders,ORD-009532,Logic & Type,BIZ_001,unit_price,Negative unit_price,-341.06
683,orders,ORD-005434,Logic & Type,BIZ_001,unit_price,Negative unit_price,-147.4
684,orders,ORD-065259,Logic & Type,BIZ_001,unit_price,Negative unit_price,-286.28
685,orders,ORD-024127,Logic & Type,BIZ_001,unit_price,Negative unit_price,-25.32
686,orders,ORD-088283,Logic & Type,BIZ_001,unit_price,Negative unit_price,-327.98
687,orders,ORD-073884,Logic & Type,BIZ_001,unit_price,Negative unit_price,-269.05
688,orders,ORD-066542,Logic & Type,BIZ_001,unit_price,Negative unit_price,-403.33
689,orders,ORD-023927,Logic & Type,BIZ_001,unit_price,Negative unit_price,-333.92
690,orders,ORD-006138,Logic & Type,BIZ_001,unit_price,Negative unit_price,-44.97
691,orders,ORD-093786,Logic & Type,BIZ_001,unit_price,Negative unit_price,-88.85
692,orders,ORD-073124,Logic & Type,BIZ_001,unit_price,Negative unit_price,-468.64
693,orders,ORD-090294,Logic & Type,BIZ_001,unit_price,Negative unit_price,-363.99
694,orders,ORD-075893,Logic & Type,BIZ_001,unit_price,Negative unit_price,-115.8
695,orders,ORD-030131,Logic & Type,BIZ_001,unit_price,Negative unit_price,-448.6
696,orders,ORD-043258,Logic & Type,BIZ_001,unit_price,Negative unit_price,-68.1
697,orders,ORD-086552,Logic & Type,BIZ_001,unit_price,Negative unit_price,-89.5
